sim_name,f,beta,M,theta,seed,resolution,density_contrast,perturb_offset,sim_type,classification,lambda_W,lambda_W_err,t_frag,t_radial,t_J,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,survival_time,decay_mode,lw_asymptotic,lw_early_representative,lw_t0.5,lw_t1.0,lw_t1.5,lw_t2.0,lw_t2.5,lw_t3.0,class_t0.5,class_t1.0,class_t1.5,class_t2.0,class_t2.5,class_t3.0,sim_id,subcampaign
supercritical_f1.60_beta0.3_M2.0_theta0_seed1_res128_dc1.5,1.600000,0.300000,2.000000,0.000000,1,128,1.500000,0.000000,alt_density,MEASURABLE,2.498934,0.289127,19.432655,4.252046,0.790569,5,4.980000,0.115700,99.682896,False,0.922200,1.886667,3.000000,persistent,2.468424,True,2.544761,2.507594,2.498934,2.414932,2.479993,2.526880,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0280,C_alt_density
supercritical_f1.50_beta0.3_M1.0_theta0_seed1_res128_dc1.0,1.500000,0.300000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,2.595234,0.259523,22.420939,5.034986,0.816497,3,4.962000,0.100000,109.473995,False,0.940800,1.966667,3.000000,persistent,2.574182,True,2.633341,2.565382,2.595234,2.552494,2.593518,2.660215,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0281,C_alt_perturb
supercritical_f1.55_beta0.3_M1.0_theta0_seed1_res128_dc1.0,1.550000,0.300000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,2.450134,0.203851,20.822705,4.611408,0.803219,3,5.002000,0.083200,96.859564,False,0.931700,1.966667,3.000000,persistent,2.471426,True,2.524451,2.506732,2.450134,2.524842,2.501602,2.518537,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0282,C_alt_perturb
supercritical_f1.60_beta0.3_M1.0_theta0_seed1_res128_dc1.0,1.600000,0.300000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.413355,0.185828,19.432655,4.252046,0.790569,2,5.201000,0.077000,30.185807,False,0.922200,1.966667,0.000000,never_fragmented,2.370699,True,2.365725,2.410818,2.413355,2.383604,2.408075,2.452603,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0283,C_alt_perturb
supercritical_f1.65_beta0.3_M1.0_theta0_seed1_res128_dc1.0,1.650000,0.300000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,2.437305,0.202540,18.210960,3.943160,0.778499,4,4.870000,0.083100,112.132215,False,0.912300,1.966667,3.000000,persistent,2.477394,True,2.473571,2.506583,2.437305,2.470705,2.499444,2.515258,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0284,C_alt_perturb
supercritical_f1.70_beta0.3_M1.0_theta0_seed1_res128_dc1.0,1.700000,0.300000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,2.527589,0.216614,17.127701,3.674713,0.766965,4,4.980000,0.085700,102.645073,False,0.902000,1.966667,3.000000,persistent,2.417714,True,2.518706,2.420970,2.527589,2.399720,2.430760,2.458885,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0285,C_alt_perturb
supercritical_f1.50_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.500000,0.500000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.708614,0.208022,22.420939,3.570263,0.816497,1,4.966000,0.076800,40.230080,False,0.882300,1.700000,0.000000,immediate_collapse,2.735980,True,2.741460,2.659032,2.708614,2.685821,2.749142,2.791662,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0286,C_alt_perturb
supercritical_f1.55_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.550000,0.500000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.653352,0.228984,20.822705,3.269908,0.803219,2,5.041000,0.086300,38.537100,False,0.864200,1.700000,0.000000,never_fragmented,2.621484,True,2.621045,2.686481,2.653352,2.608719,2.634115,2.676881,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0287,C_alt_perturb
supercritical_f1.60_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.600000,0.500000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.746586,0.205445,19.432655,3.015087,0.790569,3,4.765000,0.074800,30.185807,False,0.845300,1.700000,3.000000,persistent,2.756700,True,2.773335,2.729535,2.746586,2.796294,2.804866,2.789865,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0288,C_alt_perturb
supercritical_f1.65_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.650000,0.500000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.953533,0.251936,18.210960,2.796059,0.778499,4,4.847000,0.085300,34.934297,False,0.825600,1.700000,3.000000,persistent,2.948574,True,3.003786,2.973140,2.953533,2.897608,2.965752,2.996377,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0289,C_alt_perturb
supercritical_f1.70_beta0.5_M1.0_theta0_seed1_res128_dc1.0,1.700000,0.500000,1.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.813035,0.225605,17.127701,2.605706,0.766965,2,5.131000,0.080200,43.311906,False,0.805100,1.700000,0.000000,immediate_collapse,2.735029,True,2.752132,2.728006,2.813035,2.765352,2.777100,2.794254,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0290,C_alt_perturb
supercritical_f1.50_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.500000,0.300000,1.000000,30.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,1.229046,0.097463,29.894585,4.920555,0.816497,6,4.575000,0.079300,109.473995,False,0.938000,2.091667,3.000000,persistent,1.189647,True,1.180876,1.179945,1.229046,1.182014,1.205560,1.205798,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0291,C_alt_perturb
supercritical_f1.60_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.600000,0.300000,1.000000,30.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,1.165154,0.096358,25.910206,4.155409,0.790569,7,5.182000,0.082700,99.682896,False,0.918600,2.091667,3.000000,persistent,1.160069,True,1.177175,1.162977,1.165154,1.169644,1.165554,1.195598,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0292,C_alt_perturb
supercritical_f1.50_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.500000,0.300000,1.000000,45.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,0.874670,0.069361,44.841877,4.806123,0.816497,8,5.308000,0.079300,109.473995,False,0.935100,2.216667,3.000000,persistent,0.898537,True,0.898712,0.878947,0.874670,0.912477,0.903307,0.927234,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0293,C_alt_perturb
supercritical_f1.60_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.600000,0.300000,1.000000,45.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,0.826423,0.058098,38.865309,4.058772,0.790569,10,5.134000,0.070300,99.682896,False,0.914600,2.216667,3.000000,persistent,0.803275,True,0.820488,0.796354,0.826423,0.822890,0.810931,0.829556,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0294,C_alt_perturb
supercritical_f1.50_beta0.5_M1.0_theta30_seed1_res128_dc1.0,1.500000,0.500000,1.000000,30.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,1.456110,0.138913,26.377575,3.501604,0.816497,4,4.574000,0.095400,109.473995,False,0.877700,1.775000,3.000000,persistent,1.457461,True,1.431040,1.526659,1.456110,1.469193,1.471508,1.497076,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0295,C_alt_perturb
supercritical_f1.60_beta0.5_M1.0_theta30_seed1_res128_dc1.0,1.600000,0.500000,1.000000,30.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,1.516674,0.136652,22.861947,2.957105,0.790569,6,5.631000,0.090100,99.682896,False,0.839200,1.775000,3.000000,persistent,1.478332,True,1.458969,1.456527,1.516674,1.473172,1.500180,1.492341,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0296,C_alt_perturb
supercritical_f1.50_beta0.5_M1.0_theta45_seed1_res128_dc1.0,1.500000,0.500000,1.000000,45.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,1.148128,0.086684,32.029912,3.432945,0.816497,7,5.477000,0.075500,109.473995,False,0.872700,1.850000,3.000000,persistent,1.079579,True,1.073410,1.076206,1.148128,1.092018,1.093588,1.100230,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0297,C_alt_perturb
supercritical_f1.60_beta0.5_M1.0_theta45_seed1_res128_dc1.0,1.600000,0.500000,1.000000,45.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,1.056135,0.083646,27.760935,2.899123,0.790569,8,5.201000,0.079200,99.682896,False,0.832700,1.850000,3.000000,persistent,1.063037,True,1.102572,1.075960,1.056135,1.063794,1.074269,1.098649,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0298,C_alt_perturb
supercritical_f1.50_beta0.3_M2.0_theta0_seed1_res128_dc1.0,1.500000,0.300000,2.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,PARTIAL,2.337510,0.250114,22.420939,5.034986,0.816497,2,5.201000,0.107000,40.230080,False,0.940800,1.886667,0.000000,never_fragmented,2.296194,True,2.291377,2.335052,2.337510,2.308693,2.332396,2.375525,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0299,C_alt_perturb
supercritical_f1.60_beta0.3_M2.0_theta0_seed1_res128_dc1.0,1.600000,0.300000,2.000000,0.000000,1,128,1.000000,0.050000,alt_perturb,MEASURABLE,2.445280,0.282919,19.432655,4.252046,0.790569,5,4.980000,0.115700,99.682896,False,0.922200,1.886667,3.000000,persistent,2.338983,True,2.436687,2.342133,2.445280,2.321575,2.351605,2.378814,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0300,C_alt_perturb
